objectid,parentid,title,creator,date,date-is-approximate?,description,physicaldescription,subject,location,latitude,longitude,source,type,format,language,rights,rightsstatement,display_template,object_location,identifier,image_small,image_thumb,image_alt_text,object_transcript
wiharchive202,,W.I. (Bill) Hann in uniform beside the water,Christopher Crocker,Undated,,A photo of W.I. (Bill) Hann in uniform standing in front of a stream [taken in Scotland],1 black and white photograph; 8.5 x 6 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0005_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0005_th.jpg,,
wiharchive203,wiharchive202,"W.I. (Bill) Hann in uniform beside the water, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0005.jpg,WIHWWII1940-45_20240901_0005,objects/small/wihwwii1940-45_20240901_0005_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0005_th.jpg,,
wiharchive204,wiharchive202,"W.I. (Bill) Hann in uniform beside the water, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0006.jpg,WIHWWII1940-45_20240901_0006,objects/small/wihwwii1940-45_20240901_0006_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0006_th.jpg,,
wiharchive205,,Jim Winter holding up a pair of stiffened pants,Christopher Crocker,Undated,,A photo of a Newfoundland soldier [Jim Winter] holding up a pair of stiffened/frozen pants [taken in Scotland],1 black and white photograph; 8.5 x 5.5 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0007_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0007_th.jpg,,
wiharchive206,wiharchive205,"Jim Winter holding up a pair of stiffened pants, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0007.jpg,WIHWWII1940-45_20240901_0007,objects/small/wihwwii1940-45_20240901_0007_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0007_th.jpg,,
wiharchive207,wiharchive205,"Jim Winter holding up a pair of stiffened pants, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0008.jpg,WIHWWII1940-45_20240901_0008,objects/small/wihwwii1940-45_20240901_0008_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0008_th.jpg,,
wiharchive208,,A group of Newfoundland soldiers in traning,Christopher Crocker,Undated,,"A photo of a group of Newfoundland soldiers in uniform [taken in Wolferton, England]",1 black and white photograph; 6.5 x 11 cm,Photograph,"Wolferton, England",52.827313,0.459002,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0009_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0009_th.jpg,,
wiharchive209,wiharchive208,"A group of Newfoundland soldiers in traning, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0009.jpg,WIHWWII1940-45_20240901_0009,objects/small/wihwwii1940-45_20240901_0009_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0009_th.jpg,,
wiharchive210,wiharchive208,"A group of Newfoundland soldiers in traning, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0010.jpg,WIHWWII1940-45_20240901_0010,objects/small/wihwwii1940-45_20240901_0010_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0010_th.jpg,,
wiharchive211,,Newfoundland gun crew,Christopher Crocker,Undated,,A photo of a Newfoundland gun crew [including Murdoch Sweet reading the paper taken in Algeria or Tunisia],1 black and white photograph; 6 x 8.5 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0011_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0011_th.jpg,,
wiharchive212,wiharchive211,"Newfoundland gun crew, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0011.jpg,WIHWWII1940-45_20240901_0011,objects/small/wihwwii1940-45_20240901_0011_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0011_th.jpg,,
wiharchive213,wiharchive211,"Newfoundland gun crew, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0012.jpg,WIHWWII1940-45_20240901_0012,objects/small/wihwwii1940-45_20240901_0012_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0012_th.jpg,,
wiharchive214,,A group of Newfoundland sargents,Christopher Crocker,Undated,,A photo of a group of Newfoundland sargents [taken in Algeria or Tunisia],1 black and white photograph; 8.5 x 12.5 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0013_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0013_th.jpg,,
wiharchive215,wiharchive214,"A group of Newfoundland sargents, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0013.jpg,WIHWWII1940-45_20240901_0013,objects/small/wihwwii1940-45_20240901_0013_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0013_th.jpg,,
wiharchive216,wiharchive214,"A group of Newfoundland sargents, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0014.jpg,WIHWWII1940-45_20240901_0014,objects/small/wihwwii1940-45_20240901_0014_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0014_th.jpg,,
wiharchive217,,Newfoundland gun crew,Christopher Crocker,Undated,,"A photo of Newfoundland gun crew [""B"" Troop of ""Peter"" Battery, 166th Field Regiment, firing near Tunis, Tunisia]",1 black and white photograph; 8.5 x 13 cm,Photograph,"Tunis, Tunisia",36.806389,10.181667,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0015_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0015_th.jpg,,
wiharchive218,wiharchive217,"Newfoundland gun crew, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0015.jpg,WIHWWII1940-45_20240901_0015,objects/small/wihwwii1940-45_20240901_0015_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0015_th.jpg,,
wiharchive219,wiharchive217,"Newfoundland gun crew, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0016.jpg,WIHWWII1940-45_20240901_0016,objects/small/wihwwii1940-45_20240901_0016_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0016_th.jpg,,
wiharchive220,,Bud Peyton reading on the toilet,Christopher Crocker,Undated,,A photo of Lt. Bud [C.E.M.] Peyton reading on the toilet,1 black and white photograph; 8.5 x 6 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0017_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0017_th.jpg,,
wiharchive221,wiharchive220,"Bud Peyton reading on the toilet, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0017.jpg,WIHWWII1940-45_20240901_0017,objects/small/wihwwii1940-45_20240901_0017_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0017_th.jpg,,
wiharchive222,wiharchive220,"Bud Peyton reading on the toilet, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0018.jpg,WIHWWII1940-45_20240901_0018,objects/small/wihwwii1940-45_20240901_0018_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0018_th.jpg,,
wiharchive223,,Bud Peyton,Christopher Crocker,Undated,,A photo of Lt. Bud [C.E.M.] Peyton taken in Italy,1 black and white photograph; 9.5 x 6.5 cm,Photograph,Italy,41.558134,14.666419,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0019_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0019_th.jpg,,
wiharchive224,wiharchive223,"Bud Peyton, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0019.jpg,WIHWWII1940-45_20240901_0019,objects/small/wihwwii1940-45_20240901_0019_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0019_th.jpg,,
wiharchive225,wiharchive223,"Bud Peyton, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0020.jpg,WIHWWII1940-45_20240901_0020,objects/small/wihwwii1940-45_20240901_0020_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0020_th.jpg,,
wiharchive226,,Bud Peyton,Christopher Crocker,Undated,,A photo of Lt. Bud [C.E.M.] Peyton,1 black and white photograph; 8.5 x 5.5 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0021_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0021_th.jpg,,
wiharchive227,wiharchive226,"Bud Peyton, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0021.jpg,WIHWWII1940-45_20240901_0021,objects/small/wihwwii1940-45_20240901_0021_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0021_th.jpg,,
wiharchive228,wiharchive226,"Bud Peyton, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0022.jpg,WIHWWII1940-45_20240901_0022,objects/small/wihwwii1940-45_20240901_0022_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0022_th.jpg,,
wiharchive229,,Unidentified man and Jim Taylor,Christopher Crocker,Undated,,A photo of an unidentified man and Cpt. Jim Taylor,1 black and white photograph; 9 x 5.5 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0023_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0023_th.jpg,,
wiharchive230,wiharchive229,"Unidentified man and Jim Taylor, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0023.jpg,WIHWWII1940-45_20240901_0023,objects/small/wihwwii1940-45_20240901_0023_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0023_th.jpg,,
wiharchive231,wiharchive229,"Unidentified man and Jim Taylor, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0024.jpg,WIHWWII1940-45_20240901_0024,objects/small/wihwwii1940-45_20240901_0024_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0024_th.jpg,,
wiharchive232,,Unidentified man standing beside a car,Christopher Crocker,Undated,,A photo of an unidentified man standing beside a car,1 black and white photograph; 13 x 8 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0025_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0025_th.jpg,,
wiharchive233,wiharchive232,"Unidentified man standing beside a car, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0025.jpg,WIHWWII1940-45_20240901_0025,objects/small/wihwwii1940-45_20240901_0025_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0025_th.jpg,,
wiharchive234,wiharchive232,"Unidentified man standing beside a car, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0026.jpg,WIHWWII1940-45_20240901_0026,objects/small/wihwwii1940-45_20240901_0026_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0026_th.jpg,,
wiharchive235,,Frank Squires and his wife Edith,Christopher Crocker,Undated,,A photo of Frank Squires of Bell Island and his English wife [Edith],1 black and white photograph; 11 x 7.5 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0027_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0027_th.jpg,,
wiharchive236,wiharchive235,"Frank Squires and his wife Edith, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0027.jpg,WIHWWII1940-45_20240901_0027,objects/small/wihwwii1940-45_20240901_0027_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0027_th.jpg,,
wiharchive237,wiharchive235,"Frank Squires and his wife Edith, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0028.jpg,WIHWWII1940-45_20240901_0028,objects/small/wihwwii1940-45_20240901_0028_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0028_th.jpg,,
wiharchive238,,"Frank Squires, his wife Edith, and an unidentified woman",Christopher Crocker,Undated,,"A photo of Frank Squires of Bell Island, his English wife [Edith], and an unidentified woman",1 black and white photograph; 7.5 x 11 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0029_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0029_th.jpg,,
wiharchive239,wiharchive238,"Frank Squires, his wife Edith, and an unidentified woman, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0029.jpg,WIHWWII1940-45_20240901_0029,objects/small/wihwwii1940-45_20240901_0029_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0029_th.jpg,,
wiharchive240,wiharchive238,"Frank Squires, his wife Edith, and an unidentified woman, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0030.jpg,WIHWWII1940-45_20240901_0030,objects/small/wihwwii1940-45_20240901_0030_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0030_th.jpg,,
wiharchive241,,Portrait photo of H.G. Lambert,Christopher Crocker,Undated,,"A portrait photo of Lt.-Col. H.G. Lambert, commander in turn of 57th Newfoundland Heavy Regiment and the 166th Newfoundland Field Regiment",1 black and white photograph; 11 x 8 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,objects/small/wihwwii1940-45_20240901_0031_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0031_th.jpg,,
wiharchive242,wiharchive241,"Portrait photo of H.G. Lambert, front",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0031.jpg,WIHWWII1940-45_20240901_0031,objects/small/wihwwii1940-45_20240901_0031_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0031_th.jpg,,
wiharchive243,wiharchive241,"Portrait photo of H.G. Lambert, back",,Undated,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1940-45_20240901_0032.jpg,WIHWWII1940-45_20240901_0032,objects/small/wihwwii1940-45_20240901_0032_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0032_th.jpg,,
wiharchive244,,166th Field Regiment Despatches,Christopher Crocker,Undated,,"A photo copy of the 166th Field Regiment Despatches, December 20, 1942-February 28, 1945",1 photocopied document blank ink on paper; 29 pages; 28 x 21.5 cm,Document,,,,Private family collection,Text,application/pdf,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,/objects/WIHWWII1940-45_20240901_0035.pdf,WIHWWII1940-45_20240901_0035,objects/small/wihwwii1940-45_20240901_0035_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0035_th.jpg,,
wiharchive245,,W.I. (Bill) Hann's diary,Christopher Crocker,Undated,,"W.I. (Bill) Hann's personal diary, May 1940-November 1942",1 diary; 304 pages; 13 x 9.5 cm,Document,,,,Private family collection,record,application/pdf,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,compound_object,,,objects/small/wihwwii1940-45_20240901_0036_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0036_th.jpg,,
wiharchive246,wiharchive245,"W.I. (Bill) Hann's diary, part 1",,Undated,,,,,,,,,Text,application/pdf,,,,pdf,/objects/WIHWWII1940-45_20240901_0036.pdf,WIHWWII1940-45_20240901_0036,objects/small/wihwwii1940-45_20240901_0036_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0036_th.jpg,,
wiharchive247,wiharchive245,"W.I. (Bill) Hann's diary, part 2",,Undated,,,,,,,,,Text,application/pdf,,,,pdf,/objects/WIHWWII1940-45_20240901_0037.pdf,WIHWWII1940-45_20240901_0037,objects/small/wihwwii1940-45_20240901_0037_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0037_th.jpg,,
wiharchive248,wiharchive245,"W.I. (Bill) Hann's diary, part 3",,Undated,,,,,,,,,Text,application/pdf,,,,pdf,/objects/WIHWWII1940-45_20240901_0038.pdf,WIHWWII1940-45_20240901_0038,objects/small/wihwwii1940-45_20240901_0038_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0038_th.jpg,,
wiharchive249,wiharchive245,"W.I. (Bill) Hann's diary, part 4",,Undated,,,,,,,,,Text,application/pdf,,,,pdf,/objects/WIHWWII1940-45_20240901_0039.pdf,WIHWWII1940-45_20240901_0039,objects/small/wihwwii1940-45_20240901_0039_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0039_th.jpg,,
wiharchive250,,166th Field Regiment songbook,Christopher Crocker,Undated,,"A four page songbook titled ""A few 166th Ditties"" with words and music by Jonas Barter, William Barter, and Alexandrina Mercer",1 four page songbook; black ink printed on paper; 4 pages; 28 x 21.5 cm,Document,,,,Private family collection,Text,application/pdf,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,/objects/WIHWWII1940-45_20240901_0033.pdf,WIHWWII1940-45_20240901_0033,objects/small/wihwwii1940-45_20240901_0033_sm.jpg,/objects/thumbs/wihwwii1940-45_20240901_0033_th.jpg,,
wiharchive251,,An audio clip from the Memory Project,Christopher Crocker,Undated,,An audio clip recorded for Historica Canada's Memory Project in which W.I. (Bill) Hann recounts some of his experiences during the Second World War,,Audio clip,Italy,41.558134,14.666419,"The Memory Project, Historica Canada",Sound,audio/mp3,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,audio,/objects/WIHWWII1940-45_20240901_0034.mp3,WIHWWII1940-45_20240901_0034,,,,"They [the Newfoundlanders] arrived in England, April 1940. We were the first draft from the west coast. We had moved into the Nissen huts that they had vacated and I spied some newspapers in the corner, old newspapers. I picked one up and the headline was, [British Foreign Secretary] “Anthony Eden welcomes the Newfoundlanders to the shores of Great Britain. If you have any complaints, let me know”. We [the 166th (Newfoundland) Field Regiment, Royal Artillery] did our part in the North African campaign and had moved on to take part in the Italian campaign. The Allies had landed in Europe on D-Day, June the 6th of 1944. And that invasion was going well. I was confident that the end of the war was very close. The Italian campaign was just about over and many Allied troops who had been away from home for four to five years were going home on leave. But there was no talk of home leave for the Newfoundlanders. I remembered Anthony Eden’s words in that British newspaper. I wrote him. My letter was read in the House of Commons and two weeks later, we were granted home leave. It was my turn to go in April 1945. I was home on leave when the war in Europe ended on May the 8th, 1945. During the Italian campaign, I was in Naples on a signal course. Rome was now occupied by the Allies. I heard that Rome was out of bounds to British troops. I thought perhaps I would never get to Rome, so I decided I was going to see Rome. While on the course, we had the weekend off, so I decided to hitchhike to Rome. Very few people knew then, and even now, anything about Newfoundland and where it was located. The word Newfoundland was on our right and left shoulders. I felt that I wouldn’t be noticed or stopped and such was the case. Just before I set out for Rome, I met a British lorry driver - in England, they call a truck “lorry” - that was going to Rome. So he offered me a lift. We were not very far from Naples when in the distance I saw a civilian couple and two nuns standing by the side of the road. My mind told me that the civilians were probably going to Rome, waiting for a bus I guess. I told the lorry driver to stop and pick them up. He said he was not allowed to pick up civilians. I said, let me worry about that. I said, you will not be responsible. We stopped and sure enough, the man and wife were going to Rome. We put them in the back of the truck and I got in with them. I pulled down the truck’s back curtain and we continued onto Rome. I told him I was going to see Rome. They were a Belgian couple and spoke good English. I told them we would have to drop them off at the outskirts of Rome. They said it was fine and they gave me their address in Rome and invited me to come to their home after my sightseeing tour of Rome. As it started to get late in the day, I started to look for their house and found it very soon. It was a big house with an iron fence all around the grounds. The front gate had a bell which I rang and very shortly, the lady we had picked up arrived and we went into the house. I remember this so well because during the evening, the news came on and Wendell Willke, who was running for the presidency of the United States [in 1940] died that night [October 8, 1944]. During the conversation that evening, Mr. Cuturi - that was the man’s name, C-U-T-U-R-I - Mr. Cuturi said the Pope was having an audience with the troops in the Vatican the next morning, would I care to go? I said yeah. He said, I will take you there, I won’t be able to come in but I will wait for you. Around 10:00 pm that evening, Mrs. Cuturi said, I will take you over to the Sisters. The Sisters were the nuns. So I slept that night in the convent. Next morning, Mr. Cuturi took me to the Vatican. The ceremony began and the Pope, Pope Pius XII, was carried in on his chariot by some men high above the audience, up to the dais. After he speaks in several languages, he left the dais to do a roundabout. I was about the third from the front. He asked me where I was from, I replied, Newfoundland. He didn’t quite catch my words so I turned my shoulder with the Newfoundland patch on it. At once he said, I know your country very well and I give you a special blessing, for you, your family and your friends. Now you’re my friend, you’ve got the blessing of the Pope."
wiharchive252,,"Newspaper clipping from the Evening Telegram, May 6, 1942",Christopher Crocker,1942-05-06,,"A newspaper clipping ""Soldiers Attend Tea Part in London"" from the April 6, 1942, issue of the Evening Telegram",,,"London, England",51.509865,-0.118092,Memorial University Digital Archives Initiative,Image;StillImage,image/png,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1942_20240901_0016.png,WIHWWII1942_20240901_0016,/objects/small/wihwwii1942_20240901_0016_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0016_th.jpg,,
wiharchive253,,"Newspaper clipping from the Western Star, November 11, 1944",Christopher Crocker,1944-11-11,,"A newspaper clipping from the ""Corner Brook Public School News"" column in the November 11, 1944, issue of the Western Star",,,,,,Memorial University Digital Archives Initiative,Image;StillImage,image/png,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1944_20240901_0016.png,WIHWWII1944_20240901_0016,/objects/small/wihwwii1944_20240901_0016_sm.jpg,/objects/thumbs/wihwwii1944_20240901_0016_th.jpg,,
